text,sentiment
Happy Mother`s Day to all the moms out there! Just finished having lunch with my  relatives. I wuv you mommy and granny.  HAHAHA.,positive
wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad,negative
heading to Sam Adams Brewery... but can`t sample it when I get there,negative
" greaaat, do minee now pleaseeeeee",positive
Hicks are mean!,negative
at the theatre.... seeing star trek for a second time becuase i am that cool,positive
is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,negative
_Von_Abe  I have no idea!! but all white?? weird!! but not bad,neutral
"4 novos followers http://migre.me/SfN Sorry, the account you were headed to has been suspended due to strange activity. strange Ã¯Â¿Â½ Ã¯Â¿Â½timo",negative
Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!,neutral
"_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!",positive
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",positive
"Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?",neutral
 omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,neutral
http://twitpic.com/4jgro - me again,neutral
" Yes, you should write an article.",neutral
http://bit.ly/Wl9yL  i want to go here,neutral
I still want a Smartcar!!! Don`t they have the most wonderful designs ever?,positive
My last full day of even day classes. I`m a little sad,negative
_bach Thank you for YOUR positive energy + contributions here!,positive
would love to say TGIF but working at 6am tomorrow,neutral
     Soooooooo What Happened To Power ForReal?,neutral
: AWW! Thank you honey.. Didja get mommy a daddy?,positive
 thanks :0 I will try,positive
" take it. mmm, definitely.",neutral
I buy the team Zotz and they decide to roast me.,negative
"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",neutral
"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",positive
 the script are amaaazing! Rusty halo and i`m yours are my favourites,positive
Just booked some tickets for Jessicaaaa.,neutral
I can`t upload a picture. Everything`s too big,negative
" 'Her`s before mine' hon. It`s one of few rules I do NOT break, under ANY circumstances.",neutral
My Monday has been going extremely well. Not what I expected at all!,positive
"Monday, Monday. Mr. Cade is home on the couch & I have lots to do today!",neutral
"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",positive
@ ginniejean there`s a lot of mojo all over the place...  yes.,neutral
"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!",neutral
" WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting",neutral
I hadn`t realised how Long it had been since I was last `tweeting`... Now I`m on here I don`t know what to say  x,neutral
" hope you have a great weekend,Paris",positive
 Loool.  Thats just the way things are!,neutral
Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,neutral
wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,negative
 Hey I saw SNL 2nite&I loved it!! especially the crumpin` ****-**** scene  'crumpin`34 dub' wow hilarious,positive
..but did i mention spending time with two bffs .. Totally worth it,positive
 hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,positive
thinks someone may have keyed her car.  Big scratches on the hood.,negative
Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative
  EEW  Cheese. I hate cheese.,negative
I Miss Daddy and Mommy,negative
Knew she was an idiot..,negative
_Mcfly how cool will that be  she is so nice!! Bless her=] so what ya upto? Love you (L) XoxoX,positive
 ya I just NEVER play it...I`m basically only using my PS3 these days,neutral
 And you!,neutral
 does that mean your going to block me?,neutral
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",positive
"had a great shot yesterday, editing pics now",positive
 It wasn`t loading.,neutral
" how tough was that, just wanted to hug her like my own",negative
hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,positive
"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",positive
o ok..im jealous..i wish I was in bed,neutral
i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. >=[ sighhh.  in other news: breakfast time!!!!,negative
. I`m sitting here with this girl that urk my nerves damm yo,neutral
He`s off...again  i wish he would make up his frickin mind...,neutral
im an avid fan of **** magazine and i love your magazines,positive
" hahaha  Really, I`m just trying to figure out the last time he was on FB by looking at all of his friends pages",neutral
 Good Morning,positive
 awwww jim jam  we`re good at dodging meatballs WOO,positive
"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",positive
  not the same.. Can we party tonight jig,neutral
 like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn`t have em,negative
"getting ready to start my work week, it`s so not TGIF for me!! It`s monday",negative
 u dont have to quit smoking  http://bit.ly/CHZLW,neutral
At school. Blagh. Yay I`m getting the IPhone in August!!,positive
"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam.",negative
 Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,neutral
 just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,positive
"Not to thrilled about the marathon this sunday, they assigned me on the street. Less $$$",negative
 I miss you!  Come to Michigan like now....I can`t wait till July,negative
 Cheers *lifts coffee cup* here here for Mondays,positive
"Entered house searching mode yesterday... we need to find an apartment in DÃ¯Â¿Â½sseldorf until the end of August, this one was temporary...",neutral
 i graduate at 9am on Sunday June 14th...,neutral
just relax,positive
should be going nfg tonight,neutral
Studying like crazy in hopes of acing all of my exams!!!!!,positive
It`s almost past 3. Time to go to bed,neutral
 and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,neutral
could be getting sacked soon not good,negative
"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral
_lick sounds like you need a week of digital detox,neutral
But I have cause I missed a lot of classes,negative
"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",positive
" Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",positive
 yes I am,neutral
That room will be an oven too,neutral
 selena`s mom congratulations` have a nice day,positive
I slept at 2am yesterday,neutral
 I`m watching some of your videos in YouTube. You`re funny David.  Oh and TALENTED of course!,positive
_Lia Should have grabbed some on the way to work,neutral
" Certainly not Cheers than, huh?",neutral
 LOL that`ll teach me to blindly trust amazon search results without reading!,neutral
waiting for landlord to come see about our shower,neutral
 why are you sad?,negative
  I can`t join your game... it`s a private beta,neutral
going to bed soon,neutral
Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral
Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,positive
 I`ll say  Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,neutral
"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",negative
 Thanks! I was gonna make a joke and say they look just like mine!,positive
 I think the x3 is confusing ;-) can`t believe that many peeps will know that it should be a heart,negative
 Touch My Hand video = simply amazing.  Love it.,positive
_sydney is he on twitter?  I know  he is into photography. Runs also popular photography blog too.,positive
 http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,neutral
 peace & quiet.  Enjoy it while it lasts!,positive
 **** marriage isn`t legal everywhere here.,negative
Ugh. I`m so tired. Waitin for the bus.  good morning!,negative
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",negative
"_warwounds_C I feel ya pain, I`ve got myself a nasty cold too. Get better soon",neutral
" **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive
_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,negative
"debating whether to go to bed and start reading the last harry potter book, even though as soon as i start reading it, i won`t wanna stop",neutral
 I did?!  yay! Where did I get that extra Ã¯Â¿Â½300 from? Hmm.. anyway  I`m going to be partying hard when I get it,positive
 im fine. but a bit tired  im glad that its weekend now.,positive
 they don`t use MSN either I don`t think  and they are thousands of miles away so can`t do it face to face,negative
 **left off the 'again' in the title...whoops!,positive
" So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",negative
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral
